Магазин,Адресс,Категория,Подкатегория,Наименование товара,Цена со скидкой,Цена без скидки,Ссылка на товар
Лента,-,Сладости,Конфеты,Конфеты Essen Toffee Cream какао с кремовой начинкой 200 г,-,115.79,https://sbermarket.ru//lenta/konfety-essen-toffee-cream-kakao-s-kremovoy-nachinkoy-200-g-f89ba95?sid=57
Лента,-,Сладости,Конфеты,Драже Tic Tac апельсин 16 г,-,60.99,https://sbermarket.ru//lenta/drazhe-tic-tac-apel-sin-16-g-cf15f35?sid=57
Лента,-,Сладости,Конфеты,Набор конфет Красный Октябрь Аленка из молочного шоколада...,-,349.99,https://sbermarket.ru//lenta/nabor-konfet-krasnyy-oktyabr-alenka-iz-molochnogo-shokolada-180-g?sid=57
Лента,-,Сладости,Конфеты,"Конфета Essen Даежь с карамелью, арахисом и солеными...",-,35.98,https://sbermarket.ru//lenta/konfeta-essen-daezh-s-karamel-yu-arahisom-i-solenymi-kranchami-40-g-9aa9acb?sid=57
Лента,-,Сладости,Конфеты,Конфета вафельная Славянка Левушка детям в молочном...,-,41.99,https://sbermarket.ru//lenta/konfeta-vafel-naya-slavyanka-levushka-detyam-v-molochnom-shokolade-28-g-687286c?sid=57
Лента,-,Сладости,Конфеты,Конфеты Паркур Mini карамельные с арахисом и рисом,-,58.96,https://sbermarket.ru//lenta/konfety-parkur-mini-karamel-nye-s-arahisom-i-risom-7c8e775?sid=57
Лента,-,Сладости,Конфеты,Конфеты трюфель Delisse с морской солью 175 г,189.49,149.99,https://sbermarket.ru//lenta/konfety-tryufel-delisse-s-morskoy-sol-yu-175-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты молочно-желейные Акконд Малена,120.0,90.0,https://sbermarket.ru//lenta/konfety-molochno-zheleynye-akkond-malena-80c687e?sid=57
Лента,-,Сладости,Конфеты,Трубочки для молока Муми Утренний микс 30 г,-,52.69,https://sbermarket.ru//lenta/trubochki-dlya-moloka-mumi-utrenniy-miks-30-g-af25fdc?sid=57
Лента,-,Сладости,Конфеты,Драже Tic Tac Фруктовый микс 16 г,-,73.69,https://sbermarket.ru//lenta/drazhe-tic-tac-fruktovyy-miks-16-g-90f8b71?sid=57
Лента,-,Сладости,Конфеты,Батончик Snaq Fabriq молочный кокос-ананас 40 г,84.29,69.99,https://sbermarket.ru//lenta/batonchik-snaq-fabriq-molochnyy-kokos-ananas-40-g-6fcbbca?sid=57
Лента,-,Сладости,Конфеты,Конфеты трюфель Delisse какао обсыпке 175 г,189.49,149.99,https://sbermarket.ru//lenta/konfety-tryufel-delisse-kakao-obsypke-175-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные 35 Tweel’s со вкусом шоколадного брауни...,-,168.49,https://sbermarket.ru//lenta/konfety-shokoladnye-35-tweel-s-so-vkusom-shokoladnogo-brauni-280-g-2721be0?sid=57
Лента,-,Сладости,Конфеты,Конфеты Победа вкуса Funny cows молочные со сгущенным...,187.39,129.99,https://sbermarket.ru//lenta/konfety-pobeda-vkusa-funny-cows-molochnye-so-sguschennym-molokom-dva-vida-250-g-627d68e?sid=57
Лента,-,Сладости,Конфеты,Леденцы Cavendish & Harvey Tropical Fruit Drops Тропические...,-,342.19,https://sbermarket.ru//lenta/ledentsy-cavendish-harvey-tropical-fruit-drops-tropicheskie-frukty-200-g-8bb9cde?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Biennale Quadra plombir с кремом 160 г,-,366.39,https://sbermarket.ru//lenta/konfety-glazirovannye-biennale-quadra-plombir-s-kremom-160-g-7e120cd?sid=57
Лента,-,Сладости,Конфеты,Суфле Casali Манго в шоколаде 150 г,-,242.19,https://sbermarket.ru//lenta/sufle-casali-mango-v-shokolade-150-g-fca574e?sid=57
Лента,-,Сладости,Конфеты,Конфеты трюфельные Delisse с ароматом кофе 175 г,189.49,149.99,https://sbermarket.ru//lenta/konfety-tryufel-nye-delisse-s-aromatom-kofe-175-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты жевательные Конфитрейд DC Batman вишня 25 г,-,42.19,https://sbermarket.ru//lenta/konfety-zhevatel-nye-konfitreyd-dc-batman-vishnya-25-g-8bd217b?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные 35 Tweel’s с дробленым арахисом и криспи...,-,168.49,https://sbermarket.ru//lenta/konfety-shokoladnye-35-tweel-s-s-droblenym-arahisom-i-krispi-280-g-052ad8f?sid=57
Лента,-,Сладости,Конфеты,Конфеты Essen Q со сливочной начинкой миндалем и кокосом...,-,273.69,https://sbermarket.ru//lenta/konfety-essen-q-so-slivochnoy-nachinkoy-mindalem-i-kokosom-150-g-9df3e28?sid=57
Лента,-,Сладости,Конфеты,Конфета Konfesta DUO глазированная с кокосовой начинкой 36 г,-,39.98,https://sbermarket.ru//lenta/konfeta-konfesta-duo-glazirovannaya-s-kokosovoy-nachinkoy-36-g-5d3a8fd?sid=57
Лента,-,Сладости,Конфеты,Драже Tic Tac Ягодный микс 16 г,-,69.79,https://sbermarket.ru//lenta/drazhe-tic-tac-yagodnyy-miks-16-g-ae53e45?sid=57
Лента,-,Сладости,Конфеты,Конфеты Dolce Albero из горького шоколада с дробленым...,294.79,259.99,https://sbermarket.ru//lenta/konfety-dolce-albero-iz-gor-kogo-shokolada-s-droblenym-lesnym-orehom-200-g-6207da1?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Коркунов Коллекция из темного и...,284.29,189.99,https://sbermarket.ru//lenta/shokoladnye-konfety-korkunov-kollektsiya-iz-temnogo-i-molochnogo-shokolada-110-g-5b84c20?sid=57
Лента,-,Сладости,Конфеты,Драже Tic Tac мята 16 г,-,73.69,https://sbermarket.ru//lenta/drazhe-tic-tac-myata-16-g-7e13cdb?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Essen Магия со вкусом шоколадного...,-,178.99,https://sbermarket.ru//lenta/konfety-glazirovannye-essen-magiya-so-vkusom-shokoladnogo-tryufelya-127-g-a6945a2?sid=57
Лента,-,Сладости,Конфеты,"Трубочки для молока Milk Box Котосад с малиной, клубникой и...",178.99,149.99,https://sbermarket.ru//lenta/trubochki-dlya-moloka-milk-box-kotosad-s-malinoy-klubnikoy-i-karamel-yu-18-g-16ae9a8?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Konti Esfero с кокосом 186 г,368.49,269.99,https://sbermarket.ru//lenta/konfety-shokoladnye-konti-esfero-s-kokosom-186-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты вафельные 35 со вкусом шоколада 20 г,-,25.98,https://sbermarket.ru//lenta/konfety-vafel-nye-35-so-vkusom-shokolada-20-g-972d1f8?sid=57
Лента,-,Сладости,Конфеты,"Трубочки для молока Milk Box Marvel с бананом, клубникой и...",178.99,149.99,https://sbermarket.ru//lenta/trubochki-dlya-moloka-milk-box-marvel-s-bananom-klubnikoy-i-shokoladom-18-g-a621205?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Фруктозов Мурена на фруктозе 185 г,-,157.89,https://sbermarket.ru//lenta/konfety-glazirovannye-fruktozov-murena-na-fruktoze-185-g-e4a4138?sid=57
Лента,-,Сладости,Конфеты,Конфеты Toffifee Олени 375 г,-,578.99,https://sbermarket.ru//lenta/konfety-toffifee-oleni-375-g-e36ccf8?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Toffifee лесной орех в карамели 250 г,526.39,299.99,https://sbermarket.ru//lenta/konfety-shokoladnye-toffifee-lesnoy-oreh-v-karameli-250-g?sid=57
Лента,-,Сладости,Конфеты,Леденцы Cavendish & Harvey Sour Cherry Drops Вишня 200 г,-,342.19,https://sbermarket.ru//lenta/ledentsy-cavendish-harvey-sour-cherry-drops-vishnya-200-g-8fd1372?sid=57
Лента,-,Сладости,Конфеты,Конфеты помадные Konti ананасовые,-,90.54,https://sbermarket.ru//lenta/konfety-pomadnye-konti-ananasovye?sid=57
Лента,-,Сладости,Конфеты,Конфеты Славянка Степ Арахис жаренный в молочном шоколаде...,-,48.49,https://sbermarket.ru//lenta/konfety-slavyanka-step-arahis-zharennyy-v-molochnom-shokolade-45-g-59e8afd?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Biennale Quadra со сливочным кремом...,-,366.39,https://sbermarket.ru//lenta/konfety-glazirovannye-biennale-quadra-so-slivochnym-kremom-160-g-5a0f676?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Essen Шедевр со сливочной начинкой и...,-,231.59,https://sbermarket.ru//lenta/konfety-shokoladnye-essen-shedevr-so-slivochnoy-nachinkoy-i-fundukom-145-g-0c0d4ea?sid=57
Лента,-,Сладости,Конфеты,Конфеты Biennale Dolce Momenti Apple-pie 160 г,-,284.29,https://sbermarket.ru//lenta/konfety-biennale-dolce-momenti-apple-pie-160-g-646992b?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Besweet с ореховой начинкой 80 г,-,194.79,https://sbermarket.ru//lenta/konfety-shokoladnye-besweet-s-orehovoy-nachinkoy-80-g-d8abdbe?sid=57
Лента,-,Сладости,Конфеты,Конфеты Konti Золотая резеда,-,126.32,https://sbermarket.ru//lenta/konfety-konti-zolotaya-rezeda?sid=57
Лента,-,Сладости,Конфеты,Набор конфет Timi 200 г,-,219.99,https://sbermarket.ru//lenta/nabor-konfet-timi-200-g-62a4428?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Besweet с шоколадной начинкой 80 г,-,194.79,https://sbermarket.ru//lenta/konfety-shokoladnye-besweet-s-shokoladnoy-nachinkoy-80-g-eeb1df8?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Besweet с шоколадной начинкой 160 г,-,378.99,https://sbermarket.ru//lenta/konfety-shokoladnye-besweet-s-shokoladnoy-nachinkoy-160-g-9b8cfd8?sid=57
Лента,-,Сладости,Конфеты,Конфеты Bifrut Лазурный в глазури на сорбите 250 г,-,210.59,https://sbermarket.ru//lenta/konfety-bifrut-lazurnyy-v-glazuri-na-sorbite-250-g-48f1c4e?sid=57
Лента,-,Сладости,Конфеты,Конфеты Акконд Отломи арахис-изюм,147.38,112.0,https://sbermarket.ru//lenta/konfety-akkond-otlomi-arahis-izyum-acf4613?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Акконд Ярмила ~1 кг,578.99,399.99,https://sbermarket.ru//lenta/konfety-shokoladnye-akkond-yarmila-1-kg-9b5c0d8?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Sorini Ассорти 100 г в ассортименте...,-,136.89,https://sbermarket.ru//lenta/shokoladnye-konfety-sorini-assorti-100-g-v-assortimente-model-po-nalichiyu-2a4a128?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Коркунов Коллекция плиток 131 г,319.99,249.99,https://sbermarket.ru//lenta/shokolad-korkunov-kollektsiya-plitok-131-g-526acfa?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Snickers Super шоколадный с...,78.99,59.99,https://sbermarket.ru//lenta/batonchik-snickers-super-shokoladnyy-s-nugoy-karamel-yu-arahisom-80-g-36c85df?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад BabyFox молочный 45 г,42.19,29.99,https://sbermarket.ru//lenta/shokolad-babyfox-molochnyy-45-g-1639772?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Milka молочный с цельным фундуком 85 г,119.89,74.99,https://sbermarket.ru//lenta/shokolad-milka-molochnyy-s-tsel-nym-fundukom-85-g-be4be20?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Alpen Gold молочный 80 г,78.99,54.99,https://sbermarket.ru//lenta/shokolad-alpen-gold-molochnyy-80-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Россия - щедрая душа! молочный с карамелью и...,105.29,52.24,https://sbermarket.ru//lenta/shokolad-rossiya-schedraya-dusha-molochnyy-s-karamel-yu-i-arahisom-82-g-fd50007?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Kinder Chocolate молочный 100 г,-,125.29,https://sbermarket.ru//lenta/shokolad-kinder-chocolate-molochnyy-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,"Батончик Bounty Trio шоколадный с кокосом 82,5 г",78.99,59.99,https://sbermarket.ru//lenta/batonchik-bounty-trio-shokoladnyy-s-kokosom-82-5-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Яшкино Bonfetti с нугой и арахисом 25 г,13.69,9.99,https://sbermarket.ru//lenta/batonchik-yashkino-bonfetti-s-nugoy-i-arahisom-25-g-a80b8f7?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Picnic Big шоколадный с арахисом-изюмом-карамелью...,73.69,54.99,https://sbermarket.ru//lenta/batonchik-picnic-big-shokoladnyy-s-arahisom-izyumom-karamel-yu-76-g-78eac32?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Merci молочный кофе и сливки 100 г,252.69,129.99,https://sbermarket.ru//lenta/shokolad-merci-molochnyy-kofe-i-slivki-100-g-4609899?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Merci молочная с цельным лесным орехом 100 г,252.69,129.99,https://sbermarket.ru//lenta/plitka-merci-molochnaya-s-tsel-nym-lesnym-orehom-100-g-9f9387c?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Milka молочный с дробленым фундуком 85 г,119.89,74.99,https://sbermarket.ru//lenta/shokolad-milka-molochnyy-s-droblenym-fundukom-85-g-77f7ae6?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Коммунарка Трюфельный Элит горький 200 г,183.19,124.99,https://sbermarket.ru//lenta/shokolad-kommunarka-tryufel-nyy-elit-gor-kiy-200-g-e8c0059?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Россия - щедрая душа! молочный кофе с молоком 90 г,105.29,54.99,https://sbermarket.ru//lenta/shokolad-rossiya-schedraya-dusha-molochnyy-kofe-s-molokom-90-g-073a351?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Merci Лесной орех и миндаль молочный 100 г,252.69,129.99,https://sbermarket.ru//lenta/shokolad-merci-lesnoy-oreh-i-mindal-molochnyy-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Белый шоколад А.& А.Демидов с добавлением кусочков сушеной...,152.69,129.99,https://sbermarket.ru//lenta/belyy-shokolad-a-a-demidov-s-dobavleniem-kusochkov-sushenoy-maliny-100-g-0d29440?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Twix Xtra шоколадный с печеньем и карамелью 82 г,78.99,59.99,https://sbermarket.ru//lenta/batonchik-twix-xtra-shokoladnyy-s-pecheniem-i-karamel-yu-82-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Воздушный белый 85 г,139.34,79.99,https://sbermarket.ru//lenta/shokolad-vozdushnyy-belyy-85-g-a0d2010?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Фабрика имени Крупской Особый темный 95% 88 г,137.89,89.99,https://sbermarket.ru//lenta/shokolad-fabrika-imeni-krupskoy-osobyy-temnyy-95-88-g-788d5f0?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Alpen Gold молочный фундук 80 г,78.99,54.99,https://sbermarket.ru//lenta/shokolad-alpen-gold-molochnyy-funduk-80-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Milka молочный с миндалем и лесными ягодами 85 г,119.89,74.99,https://sbermarket.ru//lenta/shokolad-milka-molochnyy-s-mindalem-i-lesnymi-yagodami-85-g-e11f713?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик вафельный Babyfox Bueno в молочном шоколаде 23 г,21.09,17.99,https://sbermarket.ru//lenta/batonchik-vafel-nyy-babyfox-bueno-v-molochnom-shokolade-23-g-5c6daa6?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Славянка Левушка детям молочный с молочной начинкой...,73.69,39.99,https://sbermarket.ru//lenta/shokolad-slavyanka-levushka-detyam-molochnyy-s-molochnoy-nachinkoy-50-g-1a7f518?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Alpen Gold молочный фундук-изюм 80 г,78.99,54.99,https://sbermarket.ru//lenta/shokolad-alpen-gold-molochnyy-funduk-izyum-80-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Merci молочный шоколад с цельным миндалем 100 г,252.69,129.99,https://sbermarket.ru//lenta/plitka-merci-molochnyy-shokolad-s-tsel-nym-mindalem-100-g-e7dd1de?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Merci Марципан темный 112 г,252.69,129.99,https://sbermarket.ru//lenta/shokolad-merci-martsipan-temnyy-112-g-8df7a57?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Цельный лесной орех молочный 100 г,199.99,124.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-tsel-nyy-lesnoy-oreh-molochnyy-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Продуктовый подарочный набор Для него 450 г,631.59,399.99,https://sbermarket.ru//lenta/produktovyy-podarochnyy-nabor-dlya-nego-450-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Red белый карамелизованный 85 г,221.09,139.99,https://sbermarket.ru//lenta/shokolad-red-belyy-karamelizovannyy-85-g-4310cbe?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Milka молочный с изюмом и фундуком 85 г,119.89,74.99,https://sbermarket.ru//lenta/shokolad-milka-molochnyy-s-izyumom-i-fundukom-85-g-52d22e5?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Альпийское молоко молочный 100 г,178.99,114.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-al-piyskoe-moloko-molochnyy-100-g-dd145cd?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport молочный лесной орех 100 г,178.99,114.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-molochnyy-lesnoy-oreh-100-g-ca51e9b?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Milka молочный с карамельной начинкой 90 г,119.89,74.99,https://sbermarket.ru//lenta/shokolad-milka-molochnyy-s-karamel-noy-nachinkoy-90-g-3264871?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколадное яйцо Kinder Сюрприз 20 г,115.79,79.99,https://sbermarket.ru//lenta/shokoladnoe-yaytso-kinder-syurpriz-20-g-190cbe6?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Milka молочный с клубникой-сливками 85 г,119.89,74.99,https://sbermarket.ru//lenta/shokolad-milka-molochnyy-s-klubnikoy-slivkami-85-g-100e202?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport темный с марципановой начинкой 100 г,178.99,114.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-temnyy-s-martsipanovoy-nachinkoy-100-g-88ecdc3?sid=57
Лента,-,Сладости,Шоколад и батончики,Яйцо Kinder Сюрприз 20 г в ассортименте (модель по наличию),115.79,79.99,https://sbermarket.ru//lenta/yaytso-kinder-syurpriz-20-g-v-assortimente-model-po-nalichiyu-d6559d3?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Лесной орех и клюква молочный 100 г,178.99,114.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-lesnoy-oreh-i-klyukva-molochnyy-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Alpen Gold молочный клубника-йогурт 80 г,78.99,54.99,https://sbermarket.ru//lenta/shokolad-alpen-gold-molochnyy-klubnika-yogurt-80-g?sid=57
Лента,-,Сладости,Шоколад и батончики,"Шоколад Ritter Sport Ром, изюм, орех молочный 100 г",178.99,114.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-rom-izyum-oreh-molochnyy-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад BabyFox Детский молочный-белый 90 г,136.89,99.99,https://sbermarket.ru//lenta/shokolad-babyfox-detskiy-molochnyy-belyy-90-g-d29b402?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Merci горькая с соком апельсина и кусочками миндаля...,252.69,129.99,https://sbermarket.ru//lenta/plitka-merci-gor-kaya-s-sokom-apel-sina-i-kusochkami-mindalya-100-g-3b207b6?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Red Апельсин и миндаль темный 85 г,221.09,139.99,https://sbermarket.ru//lenta/shokolad-red-apel-sin-i-mindal-temnyy-85-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Победа Вкуса Classic молочный 65 г,73.69,41.99,https://sbermarket.ru//lenta/shokolad-pobeda-vkusa-classic-molochnyy-65-g-2163640?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Степ молочный лесной орех и карамель 90 г,73.69,39.99,https://sbermarket.ru//lenta/shokolad-step-molochnyy-lesnoy-oreh-i-karamel-90-g-0c0a9fc?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Kinder молочный с молочной начинкой 50 г,-,63.19,https://sbermarket.ru//lenta/batonchik-kinder-molochnyy-s-molochnoy-nachinkoy-50-g-8cb8621?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Славянка Степ молочный с арахисом и карамелью 90 г,73.69,39.99,https://sbermarket.ru//lenta/shokolad-slavyanka-step-molochnyy-s-arahisom-i-karamel-yu-90-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Цельный лесной орех и хлопья белый 100...,199.99,124.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-tsel-nyy-lesnoy-oreh-i-hlop-ya-belyy-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Premium Club горький с фисташками и миндалем 100 г,147.39,119.99,https://sbermarket.ru//lenta/shokolad-premium-club-gor-kiy-s-fistashkami-i-mindalem-100-g-b723c15?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Левушка детям Молочный 85 г,126.39,59.99,https://sbermarket.ru//lenta/shokolad-levushka-detyam-molochnyy-85-g-e9772dd?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Коммунарка Трюфельный элит молочный шоколад 200 г,165.69,124.99,https://sbermarket.ru//lenta/plitka-kommunarka-tryufel-nyy-elit-molochnyy-shokolad-200-g-95a11da?sid=57
Лента,-,Сладости,Шоколад и батончики,Паста Porto piatti шоколадная с фундуком 350 г,263.19,199.99,https://sbermarket.ru//lenta/pasta-porto-piatti-shokoladnaya-s-fundukom-350-g?sid=57
Лента,-,Сладости,Шоколад и батончики,"Шоколад Kinder Chocolate молочный со злаками 23,5 г",-,57.49,https://sbermarket.ru//lenta/shokolad-kinder-chocolate-molochnyy-so-zlakami-23-5-g-b280fe9?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport темный с миндалем и апельсином 100 г,178.99,114.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-temnyy-s-mindalem-i-apel-sinom-100-g-707b16a?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Славянка Левушка молочный с молочной начинкой 85 г,115.79,59.99,https://sbermarket.ru//lenta/shokolad-slavyanka-levushka-molochnyy-s-molochnoy-nachinkoy-85-g-7a868cb?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Premium Club молочный 100 г,147.39,99.99,https://sbermarket.ru//lenta/shokolad-premium-club-molochnyy-100-g-47c9218?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Выбор Семьи молочный с чернично-йогуртовой начинкой...,57.89,44.99,https://sbermarket.ru//lenta/shokolad-vybor-sem-i-molochnyy-s-chernichno-yogurtovoy-nachinkoy-80-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Вафля и какао-мусс молочный 100 г,178.99,119.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-vaflya-i-kakao-muss-molochnyy-100-g-f3fda17?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Trapa Stevia горький шоколад со стевией 80% 75 г,105.29,79.99,https://sbermarket.ru//lenta/plitka-trapa-stevia-gor-kiy-shokolad-so-steviey-80-75-g-7bfff2e?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Клубника с йогуртом молочный 100 г,178.99,114.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-klubnika-s-yogurtom-molochnyy-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Cadbury Diary milk молочный 110 г,284.29,169.99,https://sbermarket.ru//lenta/shokolad-cadbury-diary-milk-molochnyy-110-g-2ee10b7?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport молочный с йогуртовой начинкой 100 г,178.99,119.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-molochnyy-s-yogurtovoy-nachinkoy-100-g-a939a3c?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Кокос молочный 100 г,178.99,114.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-kokos-molochnyy-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколадное яйцо Kinder Сюрприз молочное 20 г,115.79,79.99,https://sbermarket.ru//lenta/shokoladnoe-yaytso-kinder-syurpriz-molochnoe-20-g-c73afa8?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Коммунарка горький шоколад с пюре из черной...,188.49,144.99,https://sbermarket.ru//lenta/plitka-kommunarka-gor-kiy-shokolad-s-pyure-iz-chernoy-smorodiny-200-g-84b8c26?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Карамельный мусс с миндалем молочный...,178.99,114.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-karamel-nyy-muss-s-mindalem-molochnyy-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Шоколадное печенье с орехами молочный...,178.99,119.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-shokoladnoe-pechenie-s-orehami-molochnyy-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Extra Cocoa темный из Перу 100 г,199.99,124.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-extra-cocoa-temnyy-iz-peru-100-g-2366187?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Степ молочный изюм-арахис-карамель 90 г,73.69,39.99,https://sbermarket.ru//lenta/shokolad-step-molochnyy-izyum-arahis-karamel-90-g-d6f52a5?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Победа Вкуса Classic пористая сливочная 65 г,73.69,44.99,https://sbermarket.ru//lenta/plitka-pobeda-vkusa-classic-poristaya-slivochnaya-65-g-fb40053?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад A.&A. Demidoff молочный с кусочками сушеной вишни...,152.69,129.99,https://sbermarket.ru//lenta/shokolad-a-a-demidoff-molochnyy-s-kusochkami-sushenoy-vishni-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Вау Мяу! молочный Кондитерский конструктор...,168.49,139.99,https://sbermarket.ru//lenta/shokolad-vau-myau-molochnyy-konditerskiy-konstruktor-shokoladnaya-pitstsa-80-g-3a269e5?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад фигурный Монетный двор Золото пиратов 150 г,-,150.59,https://sbermarket.ru//lenta/shokolad-figurnyy-monetnyy-dvor-zoloto-piratov-150-g-2ebbc1a?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик O'Zera шоколадный крем-фундук 23 г,21.09,16.99,https://sbermarket.ru//lenta/batonchik-o-zera-shokoladnyy-krem-funduk-23-g-049e7a5?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Кешью молочный 100 г,199.99,124.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-kesh-yu-molochnyy-100-g-ad1e3a4?sid=57
